date:;01-22-2020;;;;;SIR;CKO;0,000000000000;;SEIR;CKO;0,000000000000;0,000100000000
¹;;S;I;R;;S;I;R;;S;E;I;R
151;;;;;;14341942;76501;21557;;14439966;0;1;34
152;;;;;;14317628;95460;26912;;14439966;0;1;34
153;;;;;;14287340;119066;33594;;14439966;0;1;34
154;;;;;;14249642;148430;41929;;14439966;0;1;34
155;;;;;;14202770;184911;52319;;14439966;0;1;34
156;;;;;;14144571;230167;65263;;14439966;0;1;35
157;;;;;;14072424;286202;81374;;14439966;0;1;35
158;;;;;;13983171;355421;101409;;14439966;0;1;35
159;;;;;;13873034;440678;126288;;14439966;0;1;35
160;;;;;;13737553;545311;157135;;14439966;0;1;35
161;;;;;;13571542;673151;195307;;14439966;0;1;35
162;;;;;;13369088;828484;242428;;14439966;0;0;35
163;;;;;;13123634;1015944;300422;;14439966;0;0;35
164;;;;;;12828168;1240294;371538;;14439966;0;0;35
165;;;;;;12475576;1506066;458358;;14439966;0;0;35
