date:;01-22-2020;;;;;SIR;;;;SEIR;beta_SEIR:;0,221
¹;;S;I;R;;S;I;R;;S;E;I;R
171;;;;;;46405125;31287;503587;0,037;46072157;256811;334184;276849
172;;;;;;46403969;30253;505777;0,037;45999537;278069;362153;300242
173;;;;;;46402865;29240;507895;0,036;45920962;301030;392416;325592
174;;;;;;46401810;28248;509941;0,036;45835967;325819;425153;353061
175;;;;;;46400804;27277;511919;0,036;45744052;352570;460556;382822
176;;;;;;46399844;26328;513828;0,035;45644683;381425;498831;415061
177;;;;;;46398928;25401;515671;0,035;45537290;412534;540198;449979
178;;;;;;46398055;24496;517449;0,034;45421264;446053;584891;487793
179;;;;;;46397223;23613;519164;0,034;45295959;482147;633159;528736
180;;;;;;46396431;22752;520817;0,034;45160687;520989;685267;573057
181;;;;;;46395677;21913;522409;0,033;45014720;562759;741496;621025
182;;;;;;46394959;21097;523943;0,033;44857286;607641;802143;672930
183;;;;;;46394277;20303;525420;0,032;44687571;655827;867522;729080
184;;;;;;46393628;19531;526841;0,032;44504719;707515;937961;789807
185;;;;;;46393011;18780;528208;0,032;44307828;762902;1013806;855464
186;;;;;;46392425;18052;529523;0,031;44095958;822192;1095420;926430
187;;;;;;46391868;17345;530787;0,031;43868126;885585;1183179;1003110
188;;;;;;46391340;16659;532001;0,030;43623313;953281;1277474;1085932
189;;;;;;46390839;15994;533167;0,030;43360465;1025473;1378707;1175355
190;;;;;;46390363;15350;534286;0,030;43078496;1102347;1487292;1271865
191;;;;;;46389912;14726;535361;0,029;42776299;1184075;1603651;1375975
192;;;;;;46389485;14123;536392;0,029;42452744;1270815;1728211;1488231
193;;;;;;46389080;13539;537380;0,029;42106696;1362700;1861399;1609206
194;;;;;;46388696;12975;538328;0,028;41737016;1459840;2003641;1739504
