date:;01-22-2020;;;;;SIR;;;;SEIR;beta_SEIR:;0,053
¹;;S;I;R;;S;I;R;;S;E;I;R
122;;2147399566;111;83970;;2147363985;111;119587;0,070;2147481842;22;77;1706
123;;2147399563;111;83973;;2147363977;111;119595;0,097;2147481838;21;76;1712
124;;2147399552;114;83981;;2147363967;114;119602;0,052;2147481834;21;75;1717
125;;2147399545;112;83990;;2147363961;112;119610;0,025;2147481830;21;74;1722
126;;2147399544;107;83996;;2147363958;107;119618;0,014;2147481826;21;73;1728
127;;2147399541;101;84005;;2147363956;101;119626;0,030;2147481822;20;72;1733
128;;2147399541;97;84009;;2147363953;97;119633;0,132;2147481818;20;71;1738
129;;2147399524;103;84020;;2147363940;103;119640;0,080;2147481815;20;70;1743
130;;2147399519;104;84024;;2147363932;104;119647;0,214;2147481811;20;69;1747
131;;2147399501;119;84027;;2147363910;119;119654;0,062;2147481807;19;68;1752
132;;2147399493;118;84036;;2147363903;118;119662;0,112;2147481804;19;67;1757
133;;2147399486;123;84038;;2147363889;123;119671;0,029;2147481800;19;66;1762
134;;2147399487;118;84042;;2147363886;118;119679;0,070;2147481797;19;65;1766
135;;2147399476;118;84053;;2147363877;118;119688;0,078;2147481793;18;65;1771
136;;2147399470;119;84058;;2147363868;119;119696;0,112;2147481790;18;64;1776
137;;2147399461;124;84062;;2147363855;124;119704;0,030;2147481786;18;63;1780
138;;2147399456;119;84072;;2147363851;119;119713;0,020;2147481783;18;62;1784
139;;2147399452;113;84082;;2147363849;113;119721;0,035;2147481780;17;61;1789
140;;2147399449;109;84089;;2147363845;109;119729;0,125;2147481777;17;60;1793
141;;2147399438;115;84094;;2147363831;115;119737;0,061;2147481773;17;60;1797
142;;2147399431;114;84102;;2147363824;114;119745;0,105;2147481770;17;59;1801
143;;2147399419;118;84110;;2147363812;118;119753;0,536;2147481767;16;58;1806
144;;2147399361;173;84113;;2147363809;113;119761;0,000;2147481764;16;57;1810
145;;;;;;2147363805;109;119769;0,030;2147481761;16;56;1814
146;;;;;;2147363802;105;119777;0,030;2147481758;16;56;1818
147;;;;;;2147363799;100;119784;0,030;2147481755;16;55;1821
148;;;;;;2147363796;96;119791;0,030;2147481752;15;54;1825
