date:;01-22-2020;;;;;SIR;;;;SEIR;beta_SEIR:;0,054
¹;;S;I;R;;S;I;R;;S;E;I;R
159;;;;;;50411474;1;153;0,088;50411470;1;2;20
160;;;;;;50411474;1;153;0,088;50411470;1;2;20
161;;;;;;50411474;1;153;0,088;50411470;1;2;20
162;;;;;;50411474;1;153;0,088;50411470;0;2;20
163;;;;;;50411474;1;153;0,088;50411470;0;2;20
164;;;;;;50411474;1;153;0,088;50411470;0;2;21
165;;;;;;50411473;1;153;0,088;50411469;0;2;21
166;;;;;;50411473;2;154;0,088;50411469;0;2;21
167;;;;;;50411473;2;154;0,088;50411469;0;2;21
168;;;;;;50411473;2;154;0,088;50411469;0;2;21
169;;;;;;50411473;2;154;0,088;50411469;0;2;21
170;;;;;;50411473;2;154;0,088;50411469;0;2;21
171;;;;;;50411473;2;154;0,088;50411469;0;2;21
172;;;;;;50411472;2;154;0,088;50411469;0;2;21
173;;;;;;50411472;2;154;0,088;50411469;0;2;22
174;;;;;;50411472;2;154;0,088;50411469;0;1;22
175;;;;;;50411472;2;155;0,088;50411469;0;1;22
176;;;;;;50411472;2;155;0,088;50411469;0;1;22
177;;;;;;50411472;2;155;0,088;50411468;0;1;22
178;;;;;;50411472;2;155;0,088;50411468;0;1;22
179;;;;;;50411471;2;155;0,088;50411468;0;1;22
180;;;;;;50411471;2;155;0,088;50411468;0;1;22
181;;;;;;50411471;2;155;0,088;50411468;0;1;22
182;;;;;;50411471;2;155;0,088;50411468;0;1;22
183;;;;;;50411471;2;156;0,088;50411468;0;1;23
184;;;;;;50411471;2;156;0,088;50411468;0;1;23
185;;;;;;50411470;2;156;0,088;50411468;0;1;23
186;;;;;;50411470;2;156;0,088;50411468;0;1;23
187;;;;;;50411470;2;156;0,088;50411468;0;1;23
188;;;;;;50411470;2;156;0,088;50411468;0;1;23
189;;;;;;50411470;2;156;0,088;50411468;0;1;23
190;;;;;;50411469;2;157;0,088;50411468;0;1;23
191;;;;;;50411469;2;157;0,088;50411467;0;1;23
192;;;;;;50411469;2;157;0,088;50411467;0;1;23
193;;;;;;50411469;2;157;0,088;50411467;0;1;23
194;;;;;;50411469;2;157;0,088;50411467;0;1;23
