date:;01-22-2020;;;;;SIR;CKO;55,758407437803;;SEIR;CKO;97,805930290550;0,266200000000
¹;;S;I;R;;S;I;R;;S;E;I;R
152;;;;;;2939097;9401;16503;;2847513;39653;46342;31492
153;;;;;;2938081;9758;17162;;2835666;43570;51029;34736
154;;;;;;2937027;10129;17845;;2822674;47848;56171;38308
155;;;;;;2935933;10514;18554;;2808439;52513;61809;42240
156;;;;;;2934799;10913;19290;;2792855;57595;67985;46566
157;;;;;;2933621;11326;20053;;2775808;63123;74745;51325
158;;;;;;2932400;11755;20846;;2757181;69126;82137;56557
159;;;;;;2931133;12199;21669;;2736848;75633;90213;62307
160;;;;;;2929818;12660;22523;;2714681;82673;99024;68622
161;;;;;;2928455;13137;23409;;2690547;90273;108627;75553
162;;;;;;2927040;13632;24329;;2664307;98459;119078;83157
163;;;;;;2925574;14144;25283;;2635823;107251;130434;91493
164;;;;;;2924052;14675;26273;;2604956;116667;142754;100623
165;;;;;;2922475;15225;27300;;2571569;126721;156095;110616
